createAt,manageObject,M8001C427,M8001C428,M8001C430,M8001C431,M8001C432,M8001C433,M8001C0,M8001C1,M8001C2,M8001C4,M8001C11,M8001C12,M8001C132,M8001C133,M8001C135,M8001C136,M8001C137,M8001C138,M8001C139,M8001C140,M8001C141,M8001C142,M8001C143,M8001C144,M8001C145,M8001C146,M8001C153,M8001C154,M8001C155,M8001C213,M8001C214,M8001C215,M8001C222,M8001C270,M8001C313,M8001C8,M8001C9,M8001C10,M8001C45,M8001C46,M8001C47,M8001C48,M8001C49,M8001C50,M8001C51,M8001C52,M8001C53,M8001C54,M8001C56,M8001C57,M8001C58,M8001C59,M8001C60,M8001C61,M8001C63,M8001C64,M8001C65,M8001C66,M8001C67,M8001C68,M8001C69,M8001C70,M8001C71,M8001C72,M8001C73,M8001C103,M8001C104,M8001C105,M8001C106,M8001C107,M8001C108,M8001C109,M8001C110,M8001C111,M8001C112,M8001C114,M8001C115,M8001C116,M8001C117,M8001C118,M8001C119,M8001C121,M8001C122,M8001C123,M8001C124,M8001C125,M8001C126,M8001C127,M8001C128,M8001C129,M8001C130,M8001C156,M8001C158,M8001C159,M8001C160,M8001C161,M8001C162,M8001C163,M8001C164,M8001C165,M8001C167,M8001C170,M8001C202,M8001C204,M8001C207,M8001C208,M8001C216,M8001C218,M8001C219,M8001C220,M8001C236,M8001C237,M8001C238,M8001C239,M8001C240,M8001C241,M8001C244,M8001C421,M8001C422,M8001C423,M8001C6,M8001C13,M8001C14,M8001C15,M8001C16,M8001C17,M8001C18,M8001C19,M8001C20,M8001C21,M8001C22,M8001C23,M8001C24,M8001C25,M8001C26,M8001C27,M8001C28,M8001C29,M8001C30,M8001C31,M8001C32,M8001C33,M8001C34,M8001C35,M8001C36,M8001C37,M8001C38,M8001C39,M8001C40,M8001C41,M8001C42,M8001C43,M8001C44,M8001C74,M8001C75,M8001C76,M8001C77,M8001C78,M8001C79,M8001C80,M8001C81,M8001C82,M8001C83,M8001C84,M8001C85,M8001C86,M8001C87,M8001C88,M8001C89,M8001C90,M8001C91,M8001C92,M8001C93,M8001C94,M8001C95,M8001C96,M8001C97,M8001C98,M8001C99,M8001C100,M8001C101,M8001C102,M8001C177,M8001C178,M8001C179,M8001C180,M8001C181,M8001C182,M8001C183,M8001C184,M8001C185,M8001C186,M8001C187,M8001C188,M8001C189,M8001C190,M8001C191,M8001C192,M8001C194,M8001C195,M8001C197,M8001C217,M8001C274,M8001C275,M8001C276,M8001C277,M8001C278,M8001C279,M8001C280,M8001C281,M8001C286,M8001C292,M8001C293,M8001C294,M8001C303,M8001C304,M8001C424,M8001C425,M8001C435,M8001C436,M8001C437,M8001C438,M8001C439,M8001C440,M8001C441,M8001C442,M8001C443,M8001C444,M8001C445,M8001C446,M8001C447,M8001C448,M8001C449,M8001C450,M8001C451,M8001C452,M8001C453,M8001C454,M8001C455,M8001C456,M8001C457,M8001C458,M8001C459,M8001C460,M8001C461,M8001C462,M8001C463,M8001C464,M8001C465,M8001C466,M8001C467,M8001C468,M8001C469,M8001C470,M8001C471,M8001C472,M8001C473,M8001C474,M8001C475,M8001C476,M8001C477,M8001C478,M8001C479,M8001C480,M8001C481,M8001C482,M8001C483,M8001C484,M8001C485,M8001C486,M8001C487,M8001C131,M8001C193,M8001C196,M8001C291,M8001C488,M8001C209,M8001C55,M8001C168,M8001C171,M8001C172,M8001C174,M8001C175,M8001C157,M8001C203,M8001C169,M8001C176,M8001C205,M8001C426,M8001C206,M8001C62,M8001C243,M8001C242,M8001C7,M8001C113,M8001C120,M8001C166
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,73.0,2.0,14.0,18.0,37.0,4.0,3.0,310.0,10.0,,143853,414.0,2038.0,252.0,2213.0,191.0,1519.0,80.0,2411.0,1385.0,1352.0,3674.0,,2.0,23.0,2251.0,2212.0,2000.0,,1.0,2.0,12.0,42.0,10.0,10.0,2250.0,102.0,90000,207.0,1332.0,2.0,54.0,113.0,57.0,5.0,23.0,67.0,6.0,,70.0,19.0,244.0,59.0,18.0,12.0,136.0,26.0,156.0,42.0,266.0,60.0,105.0,144.0,424.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,23,230619,42.0,102.0,,,,,,,,31.0,29.0,29.0,2222.0,3239.0,160.0,3124.0,99.0,38.0,96.0,3248.0,3.0,2.0,2.0,9.0,11.0,5.0,14.0,14.0,9.0,8.0,21.0,18.0,70.0,131.0,211.0,137.0,59.0,53.0,125.0,161.0,141.0,161.0,336.0,633.0,708.0,6.0,,,145.0,,,,,,,,,,,,,,,1.0,,6.0,1.0,3.0,3.0,2.0,5.0,10.0,33.0,70.0,17.0,3.0,5.0,183.0,,,,1.0,1.0,,,1.0,,,1.0,,1.0,4.0,,20,144.0,313.0,574.0,617.0,5.0,10.0,33.0,68.0,97.0,3.0,7.0,5.0,254.0,640.0,,,52.0,21.0,78.0,2744.0,3.0,2.0,2.0,5.0,7.0,5.0,10.0,10.0,9.0,8.0,17.0,18.0,62.0,127.0,195.0,134.0,48.0,52.0,109.0,142.0,121.0,1.0,,,127.0,,,,,,,,,,,,,,,1.0,,6.0,1.0,3.0,3.0,2.0,,3.0,4.0,,2.0,1.0,3.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,84.0,2.0,16.0,24.0,31.0,11.0,2.0,718.0,46.0,,146151,1639.0,4441.0,277.0,3475.0,240.0,3131.0,386.0,3353.0,1810.0,2922.0,5085.0,,8.0,59.0,4437.0,3474.0,4133.0,,1.0,45.0,228.0,51.0,46.0,46.0,2613.0,60.0,90000,231.0,1795.0,18.0,59.0,37.0,75.0,5.0,16.0,74.0,1.0,,17.0,6.0,459.0,74.0,26.0,9.0,150.0,94.0,213.0,67.0,351.0,168.0,169.0,466.0,2572.0,10.0,2.0,3.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,1.0,3.0,21.0,2.0,,,,,,,,,,,,,,6.0,23,230619,51.0,60.0,,,9.0,,,1.0,,39.0,38.0,37.0,2577.0,4394.0,148.0,3662.0,66.0,61.0,90.0,3884.0,5.0,9.0,3.0,10.0,13.0,13.0,9.0,11.0,18.0,11.0,13.0,18.0,50.0,96.0,182.0,247.0,82.0,189.0,340.0,234.0,142.0,170.0,275.0,785.0,1178.0,2.0,4.0,2.0,295.0,,,,,,,,,,,,,1.0,1.0,4.0,8.0,2.0,6.0,22.0,10.0,7.0,7.0,9.0,25.0,25.0,5.0,5.0,7.0,277.0,,1.0,,,1.0,1.0,,,,,,,3.0,3.0,,20,152.0,250.0,751.0,1121.0,7.0,7.0,13.0,25.0,114.0,5.0,5.0,8.0,408.0,720.0,,,39.0,36.0,58.0,3136.0,5.0,5.0,3.0,10.0,10.0,9.0,9.0,11.0,18.0,11.0,13.0,18.0,34.0,83.0,167.0,229.0,77.0,175.0,294.0,216.0,136.0,2.0,1.0,2.0,207.0,,,,,,,,,,,,,1.0,1.0,4.0,8.0,2.0,6.0,21.0,9.0,7.0,2.0,6.0,1.0,,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,88.0,2.0,7.0,27.0,37.0,17.0,3.0,332.0,11.0,,144690,404.0,2469.0,375.0,2673.0,309.0,1996.0,100.0,2822.0,1829.0,1734.0,4464.0,,3.0,84.0,2804.0,2673.0,2403.0,,1.0,3.0,25.0,72.0,11.0,11.0,2071.0,116.0,90000,151.0,1652.0,,67.0,148.0,99.0,13.0,26.0,77.0,,,8.0,4.0,306.0,104.0,44.0,9.0,194.0,59.0,292.0,69.0,115.0,99.0,93.0,252.0,569.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,23,230643,72.0,116.0,,,,,,,,54.0,53.0,52.0,2020.0,3785.0,168.0,3147.0,281.0,57.0,59.0,3049.0,20.0,2.0,1.0,13.0,18.0,17.0,17.0,3.0,18.0,36.0,49.0,89.0,127.0,154.0,216.0,270.0,72.0,139.0,162.0,230.0,206.0,175.0,347.0,822.0,451.0,17.0,2.0,,149.0,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,4.0,6.0,16.0,18.0,17.0,18.0,23.0,10.0,38.0,5.0,,184.0,4.0,,,1.0,2.0,1.0,2.0,,,2.0,2.0,4.0,6.0,5.0,1.0,20,141.0,318.0,758.0,436.0,17.0,18.0,22.0,10.0,110.0,2.0,10.0,1.0,255.0,856.0,,,92.0,35.0,59.0,2533.0,6.0,2.0,1.0,6.0,10.0,11.0,9.0,3.0,18.0,28.0,39.0,73.0,109.0,125.0,197.0,249.0,67.0,120.0,153.0,209.0,182.0,2.0,,,129.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,4.0,6.0,15.0,18.0,4.0,1.0,1.0,,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,81.0,2.0,9.0,19.0,39.0,14.0,3.0,311.0,9.0,,144019,321.0,1806.0,412.0,1963.0,356.0,1659.0,54.0,2252.0,1557.0,1355.0,3609.0,,1.0,50.0,2240.0,1963.0,1773.0,,1.0,3.0,12.0,86.0,9.0,9.0,2081.0,115.0,90000,167.0,1384.0,,91.0,57.0,118.0,16.0,66.0,72.0,,,12.0,,244.0,32.0,22.0,3.0,146.0,62.0,256.0,44.0,107.0,126.0,60.0,185.0,428.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,23,230642,86.0,115.0,,,,,,,,58.0,55.0,55.0,2026.0,3062.0,121.0,2902.0,22.0,48.0,43.0,3238.0,3.0,,5.0,4.0,3.0,11.0,10.0,3.0,4.0,5.0,11.0,16.0,53.0,78.0,196.0,203.0,89.0,66.0,148.0,174.0,152.0,156.0,304.0,689.0,351.0,,3.0,5.0,473.0,,,,1.0,,,,,,,,,2.0,,,5.0,6.0,1.0,3.0,,10.0,14.0,9.0,12.0,15.0,1.0,3.0,,309.0,,,,,,1.0,1.0,,,,,,,2.0,,20,137.0,285.0,657.0,324.0,13.0,9.0,12.0,15.0,121.0,2.0,3.0,2.0,527.0,421.0,,,19.0,30.0,38.0,2500.0,3.0,,5.0,3.0,3.0,6.0,6.0,3.0,2.0,5.0,11.0,16.0,51.0,78.0,188.0,183.0,80.0,65.0,141.0,161.0,137.0,,2.0,5.0,266.0,,,,1.0,,,,,,,,,1.0,,,5.0,6.0,1.0,3.0,,10.0,,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,100.0,2.0,16.0,23.0,44.0,14.0,3.0,313.0,16.0,,148403,1285.0,6814.0,461.0,5361.0,428.0,5073.0,222.0,4342.0,2450.0,4715.0,6725.0,,11.0,90.0,7134.0,5361.0,6587.0,,1.0,29.0,282.0,99.0,16.0,16.0,2043.0,136.0,90000,167.0,2227.0,10.0,102.0,41.0,169.0,23.0,21.0,95.0,,1.0,53.0,5.0,749.0,176.0,91.0,34.0,278.0,109.0,257.0,97.0,238.0,215.0,284.0,797.0,2817.0,13.0,,2.0,,,,,,,,,,1.0,,3.0,1.0,1.0,,,2.0,,,,1.0,9.0,10.0,14.0,,,,,,,,,,,,,,1.0,1.0,23,230619,99.0,136.0,,,,,,,,81.0,76.0,72.0,1971.0,7155.0,225.0,3238.0,167.0,139.0,239.0,3040.0,5.0,1.0,14.0,31.0,14.0,6.0,11.0,8.0,11.0,11.0,21.0,50.0,90.0,226.0,432.0,337.0,77.0,167.0,451.0,543.0,561.0,473.0,478.0,1436.0,1579.0,2.0,5.0,14.0,141.0,,,,,,1.0,,,,,,,,3.0,,12.0,4.0,1.0,9.0,8.0,23.0,11.0,10.0,28.0,27.0,23.0,13.0,18.0,170.0,,,2.0,1.0,2.0,,,,,,,1.0,3.0,9.0,,20,456.0,442.0,1365.0,1499.0,11.0,10.0,28.0,25.0,137.0,7.0,9.0,15.0,220.0,1015.0,,,67.0,71.0,105.0,2519.0,5.0,1.0,6.0,27.0,6.0,5.0,11.0,8.0,11.0,11.0,21.0,45.0,81.0,214.0,399.0,310.0,69.0,163.0,430.0,519.0,517.0,,4.0,12.0,116.0,,,,,,1.0,,,,,,,,1.0,,11.0,4.0,1.0,9.0,8.0,22.0,1.0,3.0,3.0,,3.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,74.0,2.0,17.0,28.0,22.0,5.0,3.0,675.0,114.0,,154375,3421.0,14709.0,408.0,8283.0,314.0,11084.0,842.0,4494.0,2249.0,10822.0,6950.0,1.0,32.0,504.0,14647.0,8283.0,14118.0,92.0,1.0,162.0,641.0,89.0,114.0,114.0,1985.0,111.0,90000,227.0,1896.0,1.0,70.0,20.0,137.0,13.0,159.0,72.0,3.0,,25.0,14.0,646.0,140.0,15.0,34.0,177.0,47.0,233.0,158.0,262.0,187.0,317.0,1675.0,10629.0,17.0,4.0,4.0,,,,,,4.0,3.0,,,,,,,,,1.0,,,2.0,1.0,1.0,1.0,9.0,50.0,1.0,,,,,,,,,,,,,,3.0,23,230619,90.0,111.0,,,18.0,,,3.0,1.0,56.0,54.0,52.0,1933.0,5928.0,230.0,3959.0,934.0,216.0,422.0,2771.0,9.0,7.0,13.0,16.0,12.0,20.0,23.0,15.0,20.0,34.0,35.0,33.0,66.0,106.0,201.0,288.0,56.0,78.0,190.0,226.0,217.0,350.0,454.0,1217.0,2088.0,6.0,27.0,76.0,100.0,,,,,,1.0,,1.0,,,,,1.0,,2.0,,,,,5.0,15.0,19.0,20.0,44.0,25.0,172.0,33.0,36.0,92.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,20,316.0,414.0,1112.0,2001.0,19.0,19.0,44.0,25.0,103.0,5.0,14.0,15.0,84.0,1731.0,,,230.0,69.0,171.0,2411.0,5.0,7.0,9.0,16.0,9.0,15.0,19.0,13.0,20.0,29.0,30.0,33.0,61.0,102.0,199.0,280.0,54.0,78.0,186.0,216.0,197.0,1.0,10.0,30.0,49.0,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,5.0,7.0,,1.0,1.0,,1.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,54.0,2.0,12.0,14.0,19.0,6.0,3.0,485.0,39.0,1.0,180353,6637.0,49395.0,387.0,12911.0,287.0,36159.0,1336.0,10140.0,3429.0,35921.0,14099.0,,72.0,745.0,48775.0,12911.0,48376.0,2.0,1.0,48.0,377.0,83.0,39.0,39.0,1793.0,113.0,90000,245.0,2619.0,1.0,77.0,34.0,129.0,14.0,97.0,52.0,14.0,3.0,34.0,28.0,611.0,206.0,34.0,36.0,930.0,120.0,297.0,191.0,807.0,276.0,712.0,4415.0,33740.0,515.0,2.0,5.0,,,,1.0,,3.0,,,,,,5.0,,,,4.0,,,2.0,4.0,4.0,16.0,66.0,598.0,,,,,,,1.0,,,,,,,,5.0,23,230619,82.0,113.0,,,111.0,,,55.0,1.0,52.0,50.0,48.0,1745.0,11525.0,340.0,3825.0,123.0,195.0,951.0,2403.0,22.0,6.0,21.0,31.0,6.0,3.0,23.0,15.0,17.0,24.0,29.0,37.0,48.0,127.0,455.0,222.0,266.0,114.0,203.0,262.0,319.0,411.0,587.0,2370.0,6400.0,6.0,26.0,64.0,116.0,,,,,,,,3.0,,1.0,,,3.0,5.0,3.0,7.0,27.0,12.0,6.0,26.0,12.0,11.0,27.0,35.0,71.0,1.0,24.0,145.0,94.0,3.0,,1.0,,,,2.0,,1.0,2.0,,1.0,4.0,1.0,1.0,20,354.0,518.0,2229.0,6180.0,11.0,22.0,29.0,56.0,117.0,11.0,27.0,42.0,110.0,1752.0,,,66.0,70.0,267.0,2098.0,10.0,6.0,17.0,31.0,6.0,3.0,15.0,11.0,13.0,16.0,29.0,33.0,41.0,107.0,448.0,215.0,230.0,102.0,190.0,233.0,290.0,5.0,8.0,25.0,64.0,,,,,,,,,,1.0,,,3.0,5.0,3.0,7.0,27.0,12.0,6.0,23.0,11.0,,2.0,1.0,4.0,1.0,,12.0,4.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,77.0,2.0,15.0,22.0,26.0,14.0,3.0,313.0,8.0,,144963,519.0,2715.0,504.0,2526.0,334.0,2281.0,151.0,2844.0,1739.0,1988.0,4420.0,,2.0,78.0,3117.0,2526.0,2663.0,,1.0,4.0,33.0,85.0,8.0,8.0,3514.0,77.0,90000,274.0,1594.0,2.0,69.0,136.0,169.0,7.0,160.0,68.0,,,30.0,7.0,385.0,70.0,32.0,8.0,69.0,46.0,213.0,69.0,126.0,93.0,129.0,307.0,795.0,5.0,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,3.0,2.0,,,,,,,1.0,,,,,,,,,23,230619,85.0,77.0,,,,,,,,54.0,53.0,52.0,3472.0,3626.0,280.0,4710.0,300.0,175.0,190.0,4447.0,33.0,8.0,11.0,14.0,6.0,10.0,19.0,29.0,40.0,39.0,29.0,51.0,71.0,110.0,205.0,213.0,61.0,127.0,234.0,247.0,272.0,287.0,348.0,589.0,451.0,58.0,21.0,37.0,181.0,,,,,,,,,,,,2.0,,3.0,18.0,19.0,4.0,9.0,15.0,12.0,16.0,16.0,20.0,22.0,28.0,54.0,19.0,1.0,158.0,7.0,,,1.0,,,1.0,1.0,,,1.0,,,,2.0,20,267.0,316.0,552.0,415.0,16.0,20.0,21.0,28.0,177.0,3.0,6.0,2.0,156.0,1072.0,,,84.0,74.0,123.0,3925.0,8.0,7.0,11.0,8.0,6.0,10.0,15.0,25.0,40.0,39.0,25.0,49.0,64.0,107.0,186.0,190.0,48.0,114.0,215.0,225.0,240.0,12.0,15.0,34.0,91.0,,,,,,,,,,,,2.0,,3.0,17.0,19.0,4.0,9.0,15.0,11.0,16.0,1.0,1.0,3.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,82.0,2.0,19.0,24.0,23.0,14.0,3.0,329.0,34.0,2.0,163128,1400.0,25980.0,611.0,7114.0,422.0,18926.0,252.0,8394.0,3321.0,18552.0,11447.0,,38.0,134.0,26404.0,7113.0,25774.0,,1.0,61.0,499.0,135.0,34.0,34.0,2548.0,179.0,90000,531.0,2822.0,8.0,111.0,128.0,209.0,13.0,188.0,79.0,44.0,7.0,37.0,75.0,559.0,219.0,134.0,163.0,519.0,112.0,352.0,139.0,492.0,361.0,433.0,1966.0,14122.0,52.0,5.0,3.0,,,2.0,1.0,,1.0,,,,,,6.0,6.0,7.0,24.0,12.0,5.0,7.0,7.0,3.0,9.0,7.0,8.0,11.0,,,,,,,,,,,,,,,,23,230643,135.0,179.0,,,10.0,,,,,59.0,56.0,54.0,2495.0,9886.0,735.0,4938.0,799.0,358.0,985.0,3683.0,225.0,144.0,121.0,192.0,174.0,181.0,167.0,182.0,157.0,142.0,175.0,199.0,192.0,352.0,602.0,969.0,244.0,543.0,638.0,511.0,389.0,402.0,588.0,965.0,1280.0,23.0,32.0,105.0,110.0,13.0,24.0,13.0,15.0,17.0,7.0,15.0,24.0,28.0,9.0,10.0,8.0,12.0,15.0,11.0,18.0,15.0,27.0,47.0,21.0,23.0,18.0,47.0,68.0,77.0,101.0,23.0,103.0,95.0,5.0,1.0,1.0,,,3.0,3.0,6.0,,2.0,1.0,4.0,4.0,3.0,1.0,20,363.0,518.0,850.0,1175.0,18.0,46.0,63.0,69.0,132.0,5.0,13.0,9.0,64.0,2229.0,,,378.0,229.0,492.0,3297.0,195.0,116.0,104.0,177.0,155.0,160.0,140.0,135.0,129.0,125.0,161.0,175.0,180.0,321.0,580.0,947.0,219.0,512.0,586.0,489.0,358.0,9.0,22.0,51.0,66.0,13.0,24.0,13.0,15.0,16.0,7.0,15.0,23.0,28.0,9.0,10.0,8.0,11.0,15.0,10.0,18.0,15.0,27.0,47.0,21.0,23.0,1.0,1.0,,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,45.0,1.0,8.0,20.0,13.0,4.0,2.0,595.0,72.0,1.0,156692,5385.0,16571.0,472.0,10292.0,294.0,11716.0,1236.0,6197.0,2735.0,11456.0,9302.0,,45.0,212.0,16033.0,10292.0,15540.0,33.0,1.0,107.0,552.0,104.0,72.0,72.0,2673.0,243.0,90000,235.0,2863.0,50.0,126.0,114.0,155.0,13.0,179.0,47.0,7.0,3.0,22.0,16.0,1060.0,171.0,34.0,53.0,240.0,311.0,259.0,186.0,332.0,2127.0,699.0,1891.0,10214.0,17.0,1.0,7.0,,,,,,2.0,1.0,,,2.0,,2.0,1.0,1.0,1.0,,4.0,4.0,3.0,2.0,16.0,6.0,13.0,75.0,,,,,,,,,,,1.0,,,1.0,9.0,23,230642,104.0,243.0,,,13.0,,,3.0,,40.0,39.0,39.0,2636.0,9315.0,548.0,5647.0,1046.0,370.0,966.0,3217.0,98.0,36.0,47.0,43.0,31.0,46.0,45.0,52.0,52.0,55.0,78.0,92.0,89.0,170.0,432.0,209.0,143.0,96.0,251.0,275.0,270.0,297.0,477.0,2013.0,4514.0,13.0,41.0,110.0,64.0,1.0,5.0,4.0,,2.0,,,1.0,2.0,,2.0,3.0,5.0,4.0,23.0,27.0,31.0,16.0,40.0,32.0,28.0,46.0,29.0,66.0,60.0,156.0,34.0,101.0,58.0,11.0,,,2.0,,1.0,,1.0,2.0,,2.0,3.0,1.0,3.0,5.0,20,231.0,400.0,1745.0,4312.0,42.0,24.0,49.0,54.0,134.0,11.0,46.0,34.0,45.0,2634.0,,,379.0,200.0,394.0,2990.0,50.0,30.0,43.0,39.0,29.0,42.0,45.0,44.0,43.0,55.0,68.0,77.0,73.0,160.0,394.0,174.0,99.0,78.0,187.0,215.0,235.0,5.0,21.0,47.0,42.0,1.0,4.0,3.0,,1.0,,,1.0,2.0,,2.0,3.0,4.0,4.0,23.0,26.0,29.0,16.0,33.0,29.0,24.0,,7.0,7.0,,3.0,2.0,5.0,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,37.0,1.0,10.0,10.0,11.0,6.0,3.0,338.0,39.0,,165274,1361.0,27977.0,387.0,11582.0,292.0,20530.0,345.0,24209.0,3965.0,20280.0,28153.0,,36.0,164.0,28098.0,11574.0,27648.0,,1.0,74.0,521.0,102.0,39.0,39.0,1452.0,189.0,90000,157.0,3497.0,11.0,124.0,40.0,174.0,19.0,97.0,47.0,9.0,1.0,93.0,22.0,1788.0,299.0,179.0,51.0,223.0,145.0,159.0,170.0,513.0,723.0,621.0,2264.0,14535.0,52.0,,3.0,,,,,,1.0,,,,,,1.0,2.0,,,1.0,2.0,,2.0,,3.0,,5.0,15.0,,,,,,,,,,,,,,,,23,230619,102.0,189.0,,,2.0,,,,,41.0,41.0,41.0,1403.0,24530.0,3165.0,10027.0,1318.0,797.0,3293.0,2958.0,1484.0,2500.0,3336.0,5104.0,2948.0,2026.0,1804.0,2053.0,2119.0,1788.0,915.0,302.0,265.0,167.0,179.0,228.0,276.0,72.0,418.0,249.0,187.0,143.0,162.0,410.0,238.0,9.0,15.0,295.0,82.0,11.0,45.0,149.0,761.0,486.0,297.0,161.0,198.0,226.0,371.0,270.0,103.0,92.0,48.0,30.0,37.0,63.0,1.0,100.0,42.0,33.0,14.0,19.0,32.0,32.0,41.0,31.0,495.0,84.0,39.0,49.0,51.0,72.0,58.0,40.0,47.0,36.0,27.0,14.0,6.0,1.0,1.0,1.0,3.0,20,127.0,138.0,353.0,192.0,14.0,19.0,30.0,31.0,92.0,1.0,6.0,3.0,44.0,7615.0,,,1158.0,672.0,1352.0,2645.0,1330.0,2294.0,3012.0,4084.0,2263.0,1584.0,1496.0,1776.0,1833.0,1371.0,636.0,200.0,174.0,115.0,145.0,193.0,205.0,67.0,308.0,202.0,155.0,8.0,5.0,20.0,29.0,11.0,18.0,137.0,750.0,469.0,284.0,118.0,118.0,143.0,336.0,228.0,91.0,68.0,32.0,29.0,26.0,50.0,1.0,66.0,32.0,22.0,1.0,10.0,1.0,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,58.0,3.0,16.0,15.0,18.0,9.0,3.0,308.0,8.0,,168025,3652.0,23691.0,531.0,21067.0,387.0,18183.0,425.0,333154.0,8736.0,17836.0,342820.0,2.0,334.0,744.0,23802.0,21053.0,23224.0,,1.0,19.0,165.0,123.0,8.0,8.0,487.0,162.0,90000,303.0,8181.0,132.0,151.0,52.0,214.0,19.0,166.0,72.0,22.0,20.0,71.0,29.0,5968.0,475.0,1045.0,686.0,2511.0,255.0,227.0,184.0,706.0,415.0,831.0,1559.0,6591.0,160.0,,3.0,,2.0,,,,2.0,,,1.0,,1.0,5.0,4.0,1.0,17.0,11.0,4.0,,2.0,4.0,3.0,4.0,3.0,40.0,,,,,,,1.0,,,,1.0,,,,,23,230619,123.0,162.0,,2.0,7.0,,1.0,2.0,,46.0,46.0,45.0,434.0,285903.0,48373.0,72606.0,11977.0,20800.0,123702.0,152784.0,61258.0,12832.0,3846.0,2575.0,2453.0,3746.0,3053.0,1478.0,539.0,226.0,147.0,226.0,254.0,207.0,218.0,310.0,149.0,120.0,386.0,352.0,427.0,286.0,295.0,886.0,1333.0,345.0,780.0,11327.0,21741.0,12655.0,2486.0,705.0,339.0,83.0,224.0,500.0,585.0,179.0,91.0,48.0,88.0,115.0,51.0,61.0,64.0,47.0,8.0,79.0,99.0,92.0,20.0,16.0,42.0,72.0,49.0,76.0,1551.0,1136.0,786.0,448.0,269.0,219.0,55.0,14.0,,1.0,1.0,2.0,3.0,8.0,4.0,5.0,4.0,20,254.0,267.0,821.0,1221.0,19.0,16.0,38.0,69.0,61.0,3.0,7.0,10.0,50.0,67620.0,,,11430.0,19738.0,108281.0,127152.0,45930.0,8826.0,2170.0,1422.0,2176.0,3482.0,2552.0,894.0,361.0,137.0,101.0,144.0,151.0,160.0,162.0,236.0,106.0,111.0,310.0,260.0,340.0,280.0,721.0,9105.0,21048.0,12215.0,2251.0,622.0,262.0,55.0,204.0,491.0,558.0,159.0,68.0,27.0,42.0,45.0,26.0,25.0,31.0,21.0,8.0,33.0,35.0,38.0,,3.0,7.0,5.0,13.0,4.0,3.0,5.0,,,,,,1.0,,,,,,,,,,1.0,,,,,
